x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,y
2253.538417336327,1679.3073254587493,12.700000200000002,12.700000200000005,22.225000200000007,3584.670395161005,96,150,58,0
2523.2805194919047,2233.8964530107664,18.24452042547721,18.24452042547724,48.92040010000007,16283.767928479172,186,286,105,0
12296.93283573297,7368.7583395991705,22.224999999999994,22.225,108.3310002,53510.16525566512,256,395,143,0
2633.2804191750124,2050.738563304994,11.90625,11.906250000000002,52.3875002,7426.388590363478,120,189,73,0
8.336105063735598,49.50902017460972,1.5240002000000026,1.5240002000000028,6.350000200000013,14.748361935475659,113,171,62,0
1965.3880771070483,1388.332487345582,11.1125002,11.1125002,42.06875020000001,5194.971550560316,603,957,359,0
1047.302384954024,1234.652387024635,12.70000020000047,12.700000200000005,36.5125002,5889.101342741722,942,1706,767,0
28.99601883132542,93.69338930815351,4.241800199999999,4.2418000000000005,9.418504259870568,169.46590473750786,168,252,87,0
15862.802679777897,6541.652036870282,21.43125000000001,21.431250000000006,90.4875002,41560.77098980894,765,1152,441,0
85043.6222428346,15928.5158574806,44.450000200000005,44.450000200000005,111.1250002,219561.05518346306,603,954,356,0
1064.8925594208213,1122.1437837277044,15.087600199999908,15.087600099999907,29.083000099999957,6620.328454363359,147,225,83,0
44.08323189406543,168.31285293398278,2.184400199999998,2.1844002000000007,15.8750002,75.74921816526144,166,255,93,0
33060.42485903592,10921.815286896453,42.8752,42.8752,76.2000002,140077.14782570457,167,260,97,0
158.86559555846904,384.16807749507916,5.5626001999999986,5.562600099999999,33.66031191550348,1041.5348890845735,223,348,128,0
5630.744862345251,4270.915379991496,21.40023188120802,21.40023188120802,81.48320009999968,37316.855003476056,251,383,137,0
154.0944542494112,250.27728241364622,6.350000200000001,6.350000200000001,13.493750199999987,544.1017767136257,590,937,352,0
4957.584591202511,3401.5824002291806,21.43760000000001,21.437600000000014,50.8000002,23346.191334922165,183,284,104,0
1229.0471220940792,1116.1303550100347,16.6624,16.662400000000005,19.050000200000003,5288.957735655118,86,138,55,0
3216.103624421043,2569.200075550564,19.050000200000305,19.050000200000014,44.4500002,16131.016536289773,1040,1949,912,0
1523.0854400280177,1186.033219340979,24.6697501,14.468227353674838,12.700000199999998,4532.979997090821,153,235,91,0
1921.4232420543078,1566.7106914234544,54.832250200000004,12.659698959465487,11.1125002,7713.850702995195,211,335,133,0
6580.521863467821,4594.971081304037,22.225000200000892,22.22500020000001,71.4375002,35286.59850730844,1281,2407,1129,0
1618.8740607233635,1868.4967894674442,88.9000001,11.1252,11.1252,11003.159683433007,187,287,103,0
86.90812108924052,178.6339488901806,6.858000199999998,6.857999999999999,10.252946244934177,482.21826333786925,152,229,80,0
2665.0721435638197,2094.3725474612966,16.662399999999998,16.662400000000005,36.80460020000001,10218.266293534416,168,263,99,0
31327.409766670015,8251.905426050722,31.750000200000002,31.750000200000002,77.78750019999995,78414.66290826372,606,958,357,0
975.4325607017225,1256.008924608796,10.795,10.795,54.40363715564989,6339.766005113122,253,373,123,0
12317.267514672749,5424.349076910177,121.84062520000002,18.33087124677062,15.875000200000011,35455.936855718865,179,273,103,0
95.82627631305064,196.48613339424378,4.826000199999999,4.8260002,7.937500200000002,184.86658573060595,56,90,38,0
332.9876546981643,380.6794727730771,7.9375,7.9375,15.0812502,950.1776737335937,64,109,50,0
153.94039222675042,297.30484679004576,19.0500001,7.086600000000002,7.086600000000001,956.6890916399902,115,179,67,0
984.1632250537627,1023.8414779785011,15.087600199999908,15.087600099999907,25.908000099999953,5897.585175804427,137,210,78,0
2229.3847150034317,2049.135000417727,76.20000010000001,13.817600000000008,13.8176,14548.566534804617,150,232,85,0
42.57116774695694,117.88209522840268,5.740400000000001,5.740400000000003,6.350000199999999,209.24642680643856,80,129,52,0
2071.19885565401,2421.8379403207045,12.090399999999997,12.090399999999997,92.93315154663716,13584.761052895072,299,462,166,0
1159.5569876755449,1238.776111564904,7.924799999999999,7.9248,61.9760002,3892.244966119531,109,173,68,0
2838.6464731282576,2239.279987397541,19.83740000000001,19.837400000000013,38.10000020000001,14993.20499546051,123,194,74,0
1601.7317721843187,1335.5104460999314,19.050000200000046,19.0500002,17.462500200000004,6337.185111894769,823,1528,708,0
77.23181870281452,186.45899269496306,6.477000000000008,6.477000000000008,9.525000200000003,399.58832211530694,90,144,57,0
2410.709450536859,1768.9120445017177,12.700000200000003,12.700000200000005,25.400000200000008,4096.7661612900065,78,123,49,0
15337.242535585981,6332.625969112271,22.22500019999999,22.225000199999997,50.80000020000002,25092.692300402123,98,153,59,0
835.9060904875574,1090.3985142222841,57.1500001,9.779,9.779,5465.188272712884,158,244,89,0
7.780774038557848,38.39221750064031,2.8956,2.8956000000000026,3.987800199999999,33.43570822470789,88,143,59,0
